POSITIVE	0.9554792642593384	Utility of Silane-Modified Magnesium-Based Magnetic Nanoparticles for Efficient Immobilization of Bacillus thermoamylovorans Lipase.
NEGATIVE	0.9691054224967957	This work presents a study on purified Bacillus thermoamylovorans lipase (BTL) by utilizing tetraethoxysilane (TEOS)-modified magnesium nano ferrite (MgNF) of 20 nm size.
POSITIVE	0.7800827026367188	The qualitative synthesis found four probiotics that exhibited potential therapeutic effects in oral carcinogenesis, includingAcetobacter syzygii, AJ2, Lactobacillus plantarum,  and Lactobacillus salivarius REN.
NEGATIVE	0.9901407361030579	Among them, the application of L. salivarius REN resulted in a 95 % lower risk for developing oral cancer (p < 0.05).
NEGATIVE	0.9933176636695862	Registration of BOD using Paracoccus yeei bacteria isolated from activated sludge.
NEGATIVE	0.9595040082931519	This work investigated the properties of Paracoccus yeei VKM B-3302 bacteria isolated from activated sludge and immobilized in an N-vinylpyrrolidone-modified  poly(vinyl alcohol) matrix.
POSITIVE	0.9727436900138855	A new ratio of the components for the synthesis selected in this work enabled producing a copolymer of an earlier undescribed chemical structure, which can be efficiently used for immobilization  of highly sensitive P. yeei bacteria.
NEGATIVE	0.8895218372344971	Bacteriophage Protects Against Aerococcus viridans Infection in a Murine Mastitis Model.
NEGATIVE	0.5796855688095093	There is growing evidence that Aerococcus viridans (A. viridans) is becoming an important cause of bovine mastitis.
NEGATIVE	0.9694833755493164	The object of this study was  to evaluate the potential of a previously isolated A. viridans phage vB_AviM_AVP  (AVP) as an anti-mastitis agent in an experimental A. viridans-induced murine mastitis model.
NEGATIVE	0.9783098697662354	A. viridans N14 was isolated from the milk of clinical bovine mastitis and used to establish a mastitis model in mice.
NEGATIVE	0.9300801753997803	We demonstrated that administration of phage AVP significantly reduced colony formation by A. viridans and alleviated damage to breast tissue.
NEGATIVE	0.9568506479263306	To the best of our knowledge, this report is the first to show the potential use of phages as a treatment for A. viridans-induced mastitis.
NEGATIVE	0.8372837901115417	Based on 16S rRNA gene sequence similarity, its closest relatives were Corynebacterium flavescens and Corynebacterium argatoratense (96.50 % similarity each), suggesting that this isolate represents a novel species.
NEGATIVE	0.9973536133766174	Decontamination evaluations were conducted in a house using both Bacillus atrophaeus var.
NEGATIVE	0.9932553768157959	Shigella sero-grouping revealed that 0.5%, 0.3%, 1.9%, and 0.5% were infected with Shigella boydii, Shigella dysentriae, Shigella flexneri and Shigella sonnei pure  isolates.
NEGATIVE	0.9861193299293518	Shigella species and E. coli co-infection was detected in 2.4% of the children, specifically, 1.1% for EAEC/Shigella boydii, 0.5% for EAEC/Shigella dysentriae and 0.3% in each case of EAEC/Shigella sonnei, EPEC/Shigella flexneri  and ETEC/Shigella flexneri co-infections.
NEGATIVE	0.9790290594100952	The selected cultures DB-1aa,  DB-b2-15b, Cu2-PM7, Cu3-PM8 and IB-pM15 were identified by 16S rDNA sequencing as Enterococcus durans, Enterococcus faecium, Lactobacillus plantarum, and two Lactobacillus fermentum, respectively.
NEGATIVE	0.6084038615226746	nov. and Bacillus massiliogabonensis sp.
NEGATIVE	0.9678915143013	Bacillus dakarensis strain Marseille-P3515T (=CSURP3515), Bacillus sinesaloumensis strain Marseille-P3516T (=CSURP3516), and Bacillus massiliogabonensis strain Marseille-P2639T (=CSURP2639) were isolated from human stool samples.
NEGATIVE	0.866463303565979	Molecular characterization of a multidrug-resistant/pandrug-resistant nosocomial  polymicrobial infection with Klebsiella pneumoniae, Providencia rettgeri, and Acinetobacter baumannii from Rural Maharashtra, India.
NEGATIVE	0.9860213398933411	The organisms isolated from the tracheal aspirates and urine included Klebsiella pneumoniae, pandrug-resistant Providencia rettgeri, and Acinetobacter baumannii.
NEGATIVE	0.9659742116928101	Molecular characterization revealed presence of blaTEM-1 in K.  pneumonaie, P. rettgeri and A. baumannii.
NEGATIVE	0.9979598522186279	The blaTEM-1 and blaNDM-1 genes were present in P. rettgeri and A. baumannii, whereas the blaTEM-1, blaNDM-1 and blaOXA-23 traits were present in A. baumannii isolates.
NEGATIVE	0.9968031644821167	Staphylococcus lentus Sinusitis: A New Sinonasal Pathogen.
NEGATIVE	0.9738474488258362	This  case report illustrates a case of chronic rhinosinusitis associated with the Staphylococcus lentus organism, a well-known animal pathogen that has never been  documented in the sinonasal cavity before.
NEGATIVE	0.8870936632156372	He was taken to the operating room for functional endoscopic  sinus surgery and cultures were obtained, which returned positive for Staphylococcus lentus.
NEGATIVE	0.8175195455551147	CONCLUSIONS: Staphylococcus lentus has never before been reported as a human pathogen in the sinonasal cavities.
NEGATIVE	0.9707273244857788	Purification, Characterization, Identification, and Anticancer Activity of a Circular Bacteriocin From Enterococcus thailandicus.
POSITIVE	0.9984825849533081	The most potent bacteriocin producing strain was molecularly identified as Enterococcus thailandicus.
NEGATIVE	0.9641934633255005	[Epub ahead of print]  Spontaneous Rupture of Transplant Renal Artery and External Iliac Artery Caused by Corynebacterium striatum.
NEGATIVE	0.9192092418670654	The genomic island shared the greatest similarity with a part of the Blautia coccoides genome sequence, except for the region surrounding the vanD gene cluster.
NEGATIVE	0.9873956441879272	The AHL-lactonase gene homologue, ahlS, was present in the  genomes of the CNS strains Staphylococcus carnosus, Staphylococcus haemolyticus,  Staphylococcus saprophyticus, and Staphylococcus sciuri.
NEGATIVE	0.9895117878913879	Conversely, higher relative abundances of Bifidobacterium bifidum, Aerococcus christensenii, Lactobacillus mucosae, Streptococcus equinus/infantarius/lutentiensis, Prevotella bivia, Dialister propionicifaciens, and Lactobacillus crispatus/helveticus were associated with yeast detection.
NEGATIVE	0.9863778948783875	Taxon-directed assays confirmed that increasing quantities of both Megasphaera species and M. indolicus were associated with lower risk of detecting yeast while, increasing quantities of L. crispatus were associated with higher risk of detecting yeast.
NEGATIVE	0.9973887801170349	It is susceptible to aminopeptidases degradation and is active mainly against Micrococcus luteus (32 μM).
NEGATIVE	0.9161861538887024	This study investigated the isolation and characterization of three novel bacterial strains; Acinetobacter calcoaceticus, Sphingobacterium multivorum, and  Sinorhizobium, isolated form agriculture land.
NEGATIVE	0.9745407104492188	Thirty-one primary teeth with pulp necrosis from 31 children were evaluated using the FISH technique, to detect the presence and density of Aggregatibacter actinomycetemcomitans, Campylobacter rectus, Enterococcus faecalis, Fusobacterium nucleatum, Porphyromonas gingivalis, Prevotella intermedia, Prevotella nigrescens, Streptococcus, Streptococcus mutans, Streptococcus sobrinus, Tannerella forsythia and Treponema denticola.
NEGATIVE	0.9426013827323914	Influence of Brevibacterium linens RS16 on foliage photosynthetic and volatile emission characteristics upon heat stress in Eucalyptus grandis.
NEGATIVE	0.9823701977729797	We exposed leaves of Eucalyptus grandis inoculated and non-inoculated with PGPB Brevibacterium linens  RS16 to two levels of heat stress (37 °C and 41 °C for 5 min) and quantified temporal changes in foliage photosynthetic characteristics and volatile emission  rates at 0.5 h, day 1 and day 5 after the stress application.
NEGATIVE	0.9269349575042725	In addition, changes in the expression analysis of heat shock protein  70 gene (DnaK) gene in B. linens RS16 upon exposure to higher temperatures further indicated that B. linens RS16 has developed its own heat resistance mechanism to survive under higher temperature regimes.
NEGATIVE	0.9855504631996155	Intraocular infections associated with Abiotrophia defectiva are rare.
NEGATIVE	0.9482069611549377	This article reports the case of a 57-year-old woman with endophthalmitis associated with Abiotrophia defectiva 3 months after uncomplicated cataract surgery combined with the implantation of a glaucoma gel-stent in the right eye.
NEGATIVE	0.7154714465141296	Unlike other ocular infections with Abiotrophia defectiva, this case had a relatively benign course most likely  due to the prompt intervention.
NEGATIVE	0.9740757942199707	The other clade comprises Clostridium sphenoides, Clostridium aerotolerans, Clostridium algidixylanolyticum, Clostridium amygdalinum, Clostridium celerecrescens, Clostridium indolis, Clostridium saccharolyticum, Clostridium xylanolyticum and Desulfotomaculum guttoideum, and we propose to reclassify it as Lacrimispora gen. nov., including  reclassification of the members as Lacrimispora sphenoides comb.
NEGATIVE	0.9836858510971069	isolates (20 C. jejuni and ten C. coli) to ten organic acids and ten combinations was determined.
NEGATIVE	0.86020427942276	Furthermore, nine of  ten combinations exhibited synergistic activities against two or more of the tested C. jejuni and C. coli isolates.
NEGATIVE	0.9758808016777039	isolates (six C. jejuni and four C. coli) with fractional inhibitory concentration (FIC) indices (∑FIC) ranging from 0.33 to 1.42.
NEGATIVE	0.5581680536270142	The objective of this study was to evaluate the efficacy of 3 vaccine formulations containing proteins (FimH, leukotoxin, and pyolysin), inactivated whole cells (Escherichia coli, Fusobacterium necrophorum, and Trueperella pyogenes), or both, in the prevention of postpartum uterine diseases.
NEGATIVE	0.9921018481254578	In general, vaccination decreased the total vaginal bacterial load and decreased the vaginal load of F. necrophorum by  9 d in milk.
NEGATIVE	0.9667238593101501	Results: A total of 118 Shigella isolates were collected, including 76 S. flexneri isolates, 40 S. sonnei isolates, and 2 S. boydii isolates.
NEGATIVE	0.7140814661979675	Of 76 S. flexneri isolates, 37 were ciprofloxacin resistant, a prevalence significantly higher than 6 of 40 S. sonnei isolates (P=0.01).
POSITIVE	0.9929839372634888	Additionally, effective antibacterial properties of the Cu-hNFs were observed against fish pathogen bacteria (Aeromonas hydrophila, Vibrio parahaemolyticus, and Lactococcus garvieae).
NEGATIVE	0.9984214305877686	S. aureus and S. epidermidis MBBC50 and MBBC90 values were 8 and 16 μg/ml for each, showing poor anti-staphylococcal biofilm activity using the method studied.
NEGATIVE	0.9451375603675842	Here, we performed an in vitro metabolomics study of the 3 most odorous anaerobic microbes isolated from the human gut in our laboratory (Clostridium sporogenes, Clostridium subterminale and Romboutsia lituseburensis) when grown in anaerobiosis or in aerobiosis with these 3 antioxidant molecules via gas and liquid chromatography-mass spectrometry (GC/MS and LC/MS).
POSITIVE	0.924207329750061	Morganella morganii, Enterococcus spp., Bacteroides fragilis, and Aeromonas hydrophila were most frequently cultured.
POSITIVE	0.572090208530426	Characterization and genome functional analysis of an efficient nitrile-degrading bacterium, Rhodococcus rhodochrous BX2, to lay the foundation for potential bioaugmentation for remediation of nitrile-contaminated environments.
POSITIVE	0.6938729286193848	The activated  sludge isolate Rhodococcus rhodochrous BX2 efficiently metabolizes aliphatic nitriles.
NEGATIVE	0.7985603213310242	Current study focuses on evaluating the impact of different CO2 partial pressures (0.6, 0.8, 1, 2 bar) on SA production and yield as well as on other parameters like acids profile and CO2 fixation rate in Citrobacter amalonaticus.
NEGATIVE	0.985978364944458	The 16S rDNA sequence revealed that S08, S01, and S06 isolates were 99.00% similar to Lactobacillus salivarius,  Lactobacillus johnsonii, and Pediococcus acidilactici, respectively.
NEGATIVE	0.9960041642189026	[Epub ahead of print]  A Repeat-Associated Small RNA Controls the Major Virulence Factors of Helicobacter pylori.
POSITIVE	0.981338620185852	[Epub ahead of print]  Competition and Caries on Enamel of a Dual-species Biofilm Model of Streptococcus mutans and Streptococcus sanguinis.
NEGATIVE	0.9881102442741394	Dual-species biofilms of Streptococcus mutans (Sm) and Streptococcus sanguinis (Ss) on saliva-coated enamel slabs were inoculated in different sequences: Sm followed by Ss (Sm-Ss), Ss followed by Sm (Ss-Sm), Sm and Ss inoculated at the same time (Sm=Ss) and the single-species controls Sm followed by Sm (Sm-Sm) and Ss followed by Ss (Ss-Ss).
NEGATIVE	0.9105551242828369	The highest S. sanguinis viable cells and H2O2 production and the lowest acidogenicity were observed when  Ss colonized enamel before Sm (p<0.05).
NEGATIVE	0.8952330350875854	In this article, therefore, we modeled the interplay among these microorganisms using a caries-inducing (S. mutans) and a health-associated species (S. sanguinis).
NEGATIVE	0.9493577480316162	Promoting early colonization by  health-associated bacteria, such as S. sanguinis, could help to maintain oral health, delaying dysbiosis.
NEGATIVE	0.9808622002601624	Identification of Antimicrobial Resistance Determinants in Aeromonas veronii Strain MS-17-88 Recovered From Channel Catfish (Ictalurus punctatus).
NEGATIVE	0.9672281742095947	Aeromonas veronii is a Gram-negative species ubiquitous in different aquatic environments and capable of causing a variety of diseases to a broad host range.
NEGATIVE	0.8298532962799072	A. veronii strain MS-17-88 is a MDR strain isolated from catfish in the southeastern United States.
POSITIVE	0.7920286655426025	The present study was undertaken to uncover the mechanism of resistance in MDR A. veronii strain MS-17-88 through the detection of genomic features.
NEGATIVE	0.991122305393219	The A. veronii strain MS-17-88 genome comprised 5,178,226-bp with 58.6% G+C, and it encoded several AMR elements, including imiS, ampS, mcr-7.1, mcr-3, catB2, catB7, catB1, floR, vat(F), tet(34), tet(35), tet(E), dfrA3, and tetR.
POSITIVE	0.9814284443855286	The phylogeny and resistance profile of a large collection of A. veronii strains, including MS-17-88, were evaluated.
NEGATIVE	0.9605290293693542	Analysis of phage elements revealed 58 intact, 63 incomplete, and 15 questionable phage elements among the 53 A. veronii genomes.
NEGATIVE	0.5166121125221252	The profile of resistance against various antibiotics across the 53 A. veronii genomes revealed the presence of tet(34), mcr-7.1, mcr-3, and dfrA3 in all genomes (100%).
NEGATIVE	0.9537284970283508	By comparison, sul1 and sul2 were detected in 7.5% and 1.8% of A. veronii genomes.
NEGATIVE	0.988840639591217	This result suggested a low abundance and prevalence of sulfonamide and florfenicol resistance genes compared with tetracycline resistance among A. veronii strains.
POSITIVE	0.9922286868095398	Overall, the present study provides insights into the resistance patterns among 53 A. veronii genomes, which can inform therapeutic options for fish affected by A. veronii.
NEGATIVE	0.9869511723518372	Print 2020 Oct.  Peptide-based quorum sensing systems in Paenibacillus polymyxa.
POSITIVE	0.9986404180526733	Paenibacillus polymyxa is an agriculturally important plant growth-promoting rhizobacterium.
NEGATIVE	0.9890764355659485	However, to date, no quorum sensing systems have been described in Paenibacillus Here, we show that the type  strain P. polymyxa ATCC 842 encodes at least 16 peptide-based communication systems.
NEGATIVE	0.9771806597709656	Each peptide  has a cognate intracellular receptor of the RRNPP family, and we show that external addition of P. polymyxa communication peptides leads to reprogramming of the transcriptional response.
NEGATIVE	0.9661077260971069	The capacity of monocyte-derived DC (moDC) from cord blood of children of healthy and allergic mothers to respond to microbial antigens (Escherichia coli O86 (EcO86) and delipidated Bacillus firmus (DBF)) was tested by flow cytometry and quantitative real-time PCR.
NEGATIVE	0.9895128607749939	Isolates were identified as Staphylococcus capitis, Staphylococcus epidermidis, Staphylococcus haemolyticus,  Staphylococcus hominis, Staphylococcus saprophyticus, and Staphylococcus warneri.
NEGATIVE	0.9821932315826416	Co-valorization of paper mill sludge and corn steep liquor for enhanced n-butanol production with Clostridium tyrobutyricum Δcat1::adhE2.
NEGATIVE	0.9984329342842102	In this study, hyper-butanol producing Clostridium tyrobutyricum Δcat1::adhE2 was used for butanol production from paper mill sludge (PMS) and corn steep liquor (CSL).
